"date","difficulty","median_sec","vs_weekday"
"2023-11-08","Average",833,-14
"2023-11-09","Hard",1233,3
"2023-11-10","Average",1195,-1
"2023-11-11","Very Easy",1202,-29
"2023-11-12","Hard",2352,12
"2023-11-13","Average",352,-14
"2023-11-14","Average",488,-12
"2023-11-15","Hard",1014,9
"2023-11-16","Hard",1458,15
"2023-11-17","Average",1197,-2
"2023-11-18","Very Easy",1090,-33
"2023-11-19","Very Easy",1550,-27
"2023-11-20","Hard",438,9
"2023-11-21","Average",515,-8
"2023-11-22","Very Easy",615,-32
"2023-11-23","Easy",1060,-21
"2023-11-24","Average",1218,0
"2023-11-25","Hard",1688,3
"2023-11-26","Average",1977,-2
"2023-11-27","Hard",422,4
"2023-11-28","Easy",424,-24
"2023-11-29","Very Easy",602,-30
"2023-11-30","Average",1114,-15
"2023-12-01","Hard",1197,2
"2023-12-02","Average",1650,1
"2023-12-03","Very Hard",2535,18
"2023-12-04","Average",392,-3
"2023-12-05","Easy",401,-23
"2023-12-06","Hard",927,9
"2023-12-07","Very Easy",885,-31
"2023-12-08","Average",1150,-8
"2023-12-09","Hard",1979,13
"2023-12-10","Easy",1675,-21
"2023-12-11","Average",347,-15
"2023-12-12","Very Hard",664,21
"2023-12-13","Easy",657,-24
"2023-12-14","Very Easy",779,-41
"2023-12-15","Average",1066,-15
"2023-12-16","Average",1688,-4
"2023-12-17","Easy",1738,-18
"2023-12-18","Average",406,0
"2023-12-19","Hard",598,11
"2023-12-20","Very Hard",1020,18
"2023-12-21","Easy",986,-20
"2023-12-22","Hard",1295,7
"2023-12-23","Average",1524,-13
"2023-12-24","Hard",2163,2
"2023-12-25","Average",417,1
"2023-12-26","Average",568,1
"2023-12-27","Hard",930,6
"2023-12-28","Easy",893,-25
"2023-12-29","Very Easy",917,-27
"2023-12-30","Easy",1419,-18
"2023-12-31","Easy",1749,-18
"2024-01-01","Easy",333,-21
"2024-01-02","Average",505,-9
"2024-01-03","Easy",707,-23
"2024-01-04","Average",1018,-13
"2024-01-05","Very Hard",1812,37
"2024-01-06","Very Easy",886,-50
"2024-01-07","Hard",2372,11
"2024-01-08","Very Easy",283,-32
"2024-01-09","Average",560,-2
"2024-01-10","Hard",1009,12
"2024-01-11","Average",1035,-7
"2024-01-12","Average",1175,-13
"2024-01-13","Very Easy",895,-45
"2024-01-14","Average",2181,0
"2024-01-15","Hard",422,3
"2024-01-16","Hard",615,9
"2024-01-17","Average",790,-12
"2024-01-18","Hard",1266,13
"2024-01-19","Average",1120,-15
"2024-01-20","Average",1352,-10
"2024-01-21","Easy",1800,-17
"2024-01-22","Hard",422,5
"2024-01-23","Easy",441,-21
"2024-01-24","Very Easy",620,-30
"2024-01-25","Hard",1269,10
"2024-01-26","Very Easy",877,-32
"2024-01-27","Average",1389,-9
"2024-01-28","Average",2032,-5
"2024-01-29","Hard",429,5
"2024-01-30","Average",516,-7
"2024-01-31","Average",756,-11
"2024-02-01","Very Hard",1337,20
"2024-02-02","Average",1307,1
"2024-02-03","Average",1533,1
"2024-02-04","Average",1930,-9
"2024-02-05","Average",388,-6
"2024-02-06","Hard",598,7
"2024-02-07","Average",809,-5
"2024-02-08","Average",1077,-4
"2024-02-09","Hard",1386,6
"2024-02-10","Easy",1262,-17
"2024-02-11","Average",1869,-13
"2024-02-12","Average",354,-13
"2024-02-13","Average",532,-9
"2024-02-14","Hard",975,8
"2024-02-15","Very Hard",1689,43
"2024-02-16","Very Easy",920,-29
"2024-02-17","Average",1333,-8
"2024-02-18","Average",1788,-14
"2024-02-19","Average",402,0
"2024-02-20","Hard",666,9
"2024-02-21","Very Easy",625,-28
"2024-02-22","Hard",1251,4
"2024-02-23","Average",1176,-6
"2024-02-24","Average",1214,-13
"2024-02-25","Easy",1653,-19
"2024-02-26","Easy",337,-17
"2024-02-27","Very Easy",310,-47
"2024-02-28","Very Easy",530,-39
"2024-02-29","Very Easy",891,-30
"2024-03-01","Average",1246,-3
"2024-03-02","Hard",1611,14
"2024-03-03","Hard",2197,3
"2024-03-04","Average",353,-13
"2024-03-05","Easy",466,-18
"2024-03-06","Average",751,-10
"2024-03-07","Hard",1370,9
"2024-03-08","Very Hard",1613,25
"2024-03-09","Hard",1521,10
"2024-03-10","Easy",1675,-18
"2024-03-11","Average",333,-16
"2024-03-12","Average",569,1
"2024-03-13","Easy",630,-22
"2024-03-14","Very Easy",696,-47
"2024-03-15","Very Hard",1745,26
"2024-03-16","Average",1191,-15
"2024-03-17","Hard",2213,6
"2024-03-18","Easy",330,-17
"2024-03-19","Average",565,1
"2024-03-20","Average",810,-2
"2024-03-21","Average",1067,-15
"2024-03-22","Hard",1387,1
"2024-03-23","Very Hard",2278,57
"2024-03-24","Hard",2088,3
"2024-03-25","Easy",321,-20
"2024-03-26","Hard",655,16
"2024-03-27","Average",674,-10
"2024-03-28","Hard",1434,11
"2024-03-29","Average",1187,-12
"2024-03-30","Very Hard",2629,62
"2024-03-31","Hard",2101,2
"2024-04-01","Very Hard",454,18
"2024-04-02","Average",559,-1
"2024-04-03","Average",655,-16
"2024-04-04","Hard",1352,2
"2024-04-05","Average",1327,-1
"2024-04-06","Very Hard",2618,52
"2024-04-07","Hard",2191,7
"2024-04-08","Average",390,-1
"2024-04-09","Easy",457,-21
"2024-04-10","Very Hard",927,18
"2024-04-11","Hard",1353,6
"2024-04-12","Hard",1589,13
"2024-04-13","Average",1685,-4
"2024-04-14","Average",2121,0
"2024-04-15","Average",385,-1
"2024-04-16","Easy",467,-19
"2024-04-17","Average",785,-3
"2024-04-18","Very Hard",1624,21
"2024-04-19","Average",1163,-15
"2024-04-20","Average",1587,-11
"2024-04-21","Hard",2544,17
"2024-04-22","Very Hard",506,29
"2024-04-23","Hard",657,14
"2024-04-24","Very Hard",996,19
"2024-04-25","Easy",1064,-18
"2024-04-26","Average",1389,-3
"2024-04-27","Hard",2031,9
"2024-04-28","Average",2043,-6
"2024-04-29","Average",358,-10
"2024-04-30","Average",547,-4
"2024-05-01","Average",686,-12
"2024-05-02","Easy",1024,-19
"2024-05-03","Easy",1135,-22
"2024-05-04","Very Easy",1334,-28
"2024-05-05","Easy",1633,-25
"2024-05-06","Very Easy",280,-30
"2024-05-07","Average",531,-6
"2024-05-08","Very Easy",547,-32
"2024-05-09","Average",1265,1
"2024-05-10","Easy",1128,-20
"2024-05-11","Very Easy",1266,-33
"2024-05-12","Hard",2479,11
"2024-05-13","Average",382,-5
"2024-05-14","Easy",454,-21
"2024-05-15","Hard",815,1
"2024-05-16","Easy",1024,-20
"2024-05-17","Very Easy",788,-46
"2024-05-18","Very Easy",1293,-32
"2024-05-19","Easy",1817,-17
"2024-05-20","Easy",304,-22
"2024-05-21","Average",572,-1
"2024-05-22","Average",808,0
"2024-05-23","Average",1168,-7
"2024-05-24","Very Easy",823,-39
"2024-05-25","Very Easy",1210,-35
"2024-05-26","Very Easy",1505,-32
"2024-05-27","Average",328,-16
"2024-05-28","Hard",604,2
"2024-05-29","Average",734,-10
"2024-05-30","Easy",986,-23
"2024-05-31","Easy",1053,-19
"2024-06-01","Very Easy",1342,-30
"2024-06-02","Average",1909,-13
"2024-06-03","Average",369,-5
"2024-06-04","Easy",442,-25
"2024-06-05","Easy",653,-20
"2024-06-06","Easy",1089,-17
"2024-06-07","Hard",1424,12
"2024-06-08","Easy",1385,-23
"2024-06-09","Easy",1593,-25
"2024-06-10","Hard",409,3
"2024-06-11","Very Hard",696,21
"2024-06-12","Hard",823,3
"2024-06-13","Average",1079,-15
"2024-06-14","Easy",1011,-22
"2024-06-15","Easy",1305,-23
"2024-06-16","Average",2068,-2
"2024-06-17","Average",332,-15
"2024-06-18","Very Easy",411,-28
"2024-06-19","Hard",926,9
"2024-06-20","Very Hard",1495,18
"2024-06-21","Average",1165,-6
"2024-06-22","Hard",1781,13
"2024-06-23","Average",2005,-5
"2024-06-24","Average",378,-2
"2024-06-25","Average",526,-8
"2024-06-26","Average",783,-7
"2024-06-27","Average",1267,-1
"2024-06-28","Hard",1416,15
"2024-06-29","Average",1354,-12
"2024-06-30","Hard",2125,2
"2024-07-01","Average",366,-5
"2024-07-02","Hard",599,3
"2024-07-03","Average",728,-13
"2024-07-04","Very Easy",826,-34
"2024-07-05","Easy",999,-19
"2024-07-06","Average",1533,-1
"2024-07-07","Hard",2162,4
"2024-07-08","Average",345,-8
"2024-07-09","Average",490,-14
"2024-07-10","Hard",844,6
"2024-07-11","Average",1061,-12
"2024-07-12","Very Easy",784,-33
"2024-07-13","Average",1502,0
"2024-07-14","Easy",1495,-25
"2024-07-15","Average",306,-16
"2024-07-16","Average",520,-8
"2024-07-17","Easy",628,-23
"2024-07-18","Easy",971,-19
"2024-07-19","Average",1034,-9
"2024-07-20","Average",1453,-3
"2024-07-21","Average",1827,-8
"2024-07-22","Hard",391,6
"2024-07-23","Easy",412,-25
"2024-07-24","Easy",611,-25
"2024-07-25","Average",1126,-4
"2024-07-26","Average",1056,-8
"2024-07-27","Very Hard",2155,39
"2024-07-28","Average",1769,-10
"2024-07-29","Average",320,-15
"2024-07-30","Easy",424,-23
"2024-07-31","Easy",585,-26
"2024-08-01","Average",1155,-4
"2024-08-02","Very Hard",1740,50
"2024-08-03","Hard",1602,2
"2024-08-04","Average",1832,-5
"2024-08-05","Average",316,-15
"2024-08-06","Hard",615,13
"2024-08-07","Very Hard",949,20
"2024-08-08","Easy",993,-17
"2024-08-09","Very Easy",897,-28
"2024-08-10","Very Easy",1151,-29
"2024-08-11","Hard",2145,10
"2024-08-12","Average",317,-14
"2024-08-13","Average",482,-12
"2024-08-14","Easy",638,-19
"2024-08-15","Very Hard",1443,22
"2024-08-16","Average",1171,-5
"2024-08-17","Easy",1265,-19
"2024-08-18","Easy",1573,-20
"2024-08-19","Hard",405,11
"2024-08-20","Hard",585,5
"2024-08-21","Average",691,-12
"2024-08-22","Easy",977,-20
"2024-08-23","Average",1042,-11
"2024-08-24","Easy",1216,-23
"2024-08-25","Average",1777,-9
"2024-08-26","Average",348,-6
"2024-08-27","Average",467,-15
"2024-08-28","Hard",859,9
"2024-08-29","Hard",1345,14
"2024-08-30","Average",1170,-1
"2024-08-31","Very Hard",2161,34
"2024-09-01","Hard",2136,7
"2024-09-02","Average",363,-1
"2024-09-03","Easy",440,-17
"2024-09-04","Average",670,-14
"2024-09-05","Easy",876,-26
"2024-09-06","Average",1032,-16
"2024-09-07","Average",1492,-6
"2024-09-08","Average",1792,-9
"2024-09-09","Hard",408,11
"2024-09-10","Hard",554,5
"2024-09-11","Very Hard",950,24
"2024-09-12","Very Easy",763,-32
"2024-09-13","Average",1150,-2
"2024-09-14","Average",1394,-14
"2024-09-15","Easy",1604,-18
"2024-09-16","Hard",391,5
"2024-09-17","Hard",606,15
"2024-09-18","Hard",830,3
"2024-09-19","Very Hard",1435,24
"2024-09-20","Hard",1243,6
"2024-09-21","Easy",1285,-20
"2024-09-22","Easy",1530,-18
"2024-09-23","Average",335,-10
"2024-09-24","Average",461,-14
"2024-09-25","Very Hard",1017,23
"2024-09-26","Easy",950,-18
"2024-09-27","Hard",1250,1
"2024-09-28","Average",1464,-8
"2024-09-29","Hard",2026,8
"2024-09-30","Average",351,-7
"2024-10-01","Average",509,-5
"2024-10-02","Hard",837,1
"2024-10-03","Hard",1267,9
"2024-10-04","Hard",1300,3
"2024-10-05","Average",1458,-7
"2024-10-06","Hard",2066,8
"2024-10-07","Hard",390,5
"2024-10-08","Very Hard",651,18
"2024-10-09","Very Easy",600,-27
"2024-10-10","Average",1034,-13
"2024-10-11","Average",1129,-11
"2024-10-12","Very Hard",1946,26
"2024-10-13","Average",1700,-11
"2024-10-14","Easy",305,-18
"2024-10-15","Average",465,-16
"2024-10-16","Average",718,-14
"2024-10-17","Easy",959,-17
"2024-10-18","Average",1062,-13
"2024-10-19","Hard",1796,14
"2024-10-20","Hard",2228,14
"2024-10-21","Hard",388,2
"2024-10-22","Average",529,-3
"2024-10-23","Easy",641,-20
"2024-10-24","Hard",1326,13
"2024-10-25","Average",1078,-12
"2024-10-26","Hard",1630,1
"2024-10-27","Hard",2000,6
"2024-10-28","Easy",284,-26
"2024-10-29","Easy",413,-26
"2024-10-30","Easy",610,-25
"2024-10-31","Hard",1314,11
"2024-11-01","Very Easy",856,-29
"2024-11-02","Very Hard",2078,23
"2024-11-03","Average",1846,-6
"2024-11-04","Average",363,-2
"2024-11-05","Average",514,-4
"2024-11-06","Average",811,1
"2024-11-07","Average",999,-13
"2024-11-08","Average",1015,-15
"2024-11-09","Average",1482,-12
"2024-11-10","Very Hard",2500,28
"2024-11-11","Easy",293,-23
"2024-11-12","Average",469,-14
"2024-11-13","Hard",874,8
"2024-11-14","Easy",898,-22
"2024-11-15","Average",1112,-8
"2024-11-16","Hard",1914,11
"2024-11-17","Easy",1628,-18
"2024-11-18","Hard",406,8
"2024-11-19","Average",532,0
"2024-11-20","Average",730,-10
"2024-11-21","Hard",1253,6
"2024-11-22","Average",1078,-10
"2024-11-23","Very Easy",1008,-41
"2024-11-24","Hard",2108,4
"2024-11-25","Average",349,-8
"2024-11-26","Average",492,-11
"2024-11-27","Average",789,-1
"2024-11-28","Average",1092,-7
"2024-11-29","Very Hard",1446,22
"2024-11-30","Easy",1325,-20
"2024-12-01","Hard",2106,3
"2024-12-02","Average",341,-6
"2024-12-03","Average",482,-10
"2024-12-04","Average",800,-3
"2024-12-05","Very Easy",820,-31
"2024-12-06","Very Easy",777,-36
"2024-12-07","Average",1402,-16
"2024-12-08","Average",1881,-11
"2024-12-09","Hard",399,11
"2024-12-10","Easy",417,-20
"2024-12-11","Easy",598,-25
"2024-12-12","Very Easy",753,-35
"2024-12-13","Average",1159,-3
"2024-12-14","Average",1500,-10
"2024-12-15","Very Hard",3127,43
"2024-12-16","Average",332,-11
"2024-12-17","Easy",444,-17
"2024-12-18","Average",670,-13
"2024-12-19","Easy",919,-17
"2024-12-20","Average",975,-16
"2024-12-21","Hard",1986,14
"2024-12-22","Very Easy",1307,-41
"2024-12-23","Average",355,-4
"2024-12-24","Average",489,-5
"2024-12-25","Average",670,-15
"2024-12-26","Easy",895,-18
"2024-12-27","Average",1138,-2
"2024-12-28","Easy",1292,-25
"2024-12-29","Very Easy",1514,-31
"2024-12-30","Hard",393,6
"2024-12-31","Average",455,-10
"2025-01-01","Easy",587,-24
"2025-01-02","Average",1098,-1
"2025-01-03","Easy",867,-25
"2025-01-04","Hard",1718,1
"2025-01-05","Easy",1750,-18
"2025-01-06","Hard",401,6
"2025-01-07","Very Hard",752,49
"2025-01-08","Hard",855,6
"2025-01-09","Hard",1136,3
"2025-01-10","Average",1156,-1
"2025-01-11","Average",1583,-6
"2025-01-12","Very Easy",1412,-33
"2025-01-13","Average",347,-8
"2025-01-14","Average",541,-1
"2025-01-15","Average",674,-15
"2025-01-16","Average",993,-8
"2025-01-17","Average",1173,0
"2025-01-18","Very Easy",1115,-32
"2025-01-19","Easy",1674,-20
"2025-01-20","Very Hard",475,24
"2025-01-21","Hard",614,9
"2025-01-22","Easy",605,-22
"2025-01-23","Easy",891,-17
"2025-01-24","Average",1060,-14
"2025-01-25","Very Hard",1974,24
"2025-01-26","Very Hard",2320,18
"2025-01-27","Average",404,0
"2025-01-28","Average",572,-1
"2025-01-29","Hard",820,8
"2025-01-30","Average",970,-9
"2025-01-31","Easy",951,-18
"2025-02-01","Very Easy",919,-43
"2025-02-02","Very Hard",2712,34
"2025-02-03","Average",380,-4
"2025-02-04","Very Hard",692,20
"2025-02-05","Hard",822,7
"2025-02-06","Average",915,-10
"2025-02-07","Average",1146,-1
"2025-02-08","Very Easy",934,-41
"2025-02-09","Very Easy",1420,-33
"2025-02-10","Easy",332,-17
"2025-02-11","Average",579,-3
"2025-02-12","Very Hard",942,21
"2025-02-13","Hard",1116,7
"2025-02-14","Easy",835,-25
"2025-02-15","Hard",1850,16
"2025-02-16","Easy",1632,-20
"2025-02-17","Average",362,-10
"2025-02-18","Easy",457,-21
"2025-02-19","Easy",628,-21
"2025-02-20","Average",936,-12
"2025-02-21","Average",1127,-2
"2025-02-22","Very Easy",1063,-32
"2025-02-23","Easy",1599,-18
"2025-02-24","Average",385,-4
"2025-02-25","Easy",472,-19
"2025-02-26","Very Hard",931,20
"2025-02-27","Average",916,-13
"2025-02-28","Average",940,-16
"2025-03-01","Average",1310,-15
"2025-03-02","Very Hard",2301,22
"2025-03-03","Easy",322,-20
"2025-03-04","Very Easy",409,-30
"2025-03-05","Average",726,-10
"2025-03-06","Average",924,-14
"2025-03-07","Easy",829,-23
"2025-03-08","Average",1472,1
"2025-03-09","Very Hard",2769,40
"2025-03-10","Hard",416,2
"2025-03-11","Average",496,-15
"2025-03-12","Average",678,-14
"2025-03-13","Hard",1055,1
"2025-03-14","Hard",1216,11
"2025-03-15","Easy",1121,-23
"2025-03-16","Hard",2249,11
"2025-03-17","Hard",443,9
"2025-03-18","Easy",433,-25
"2025-03-19","Easy",638,-19
"2025-03-20","Very Easy",709,-32
"2025-03-21","Easy",843,-24
"2025-03-22","Hard",1526,5
"2025-03-23","Easy",1583,-24
"2025-03-24","Easy",322,-21
"2025-03-25","Average",533,-3
"2025-03-26","Easy",622,-21
"2025-03-27","Hard",1148,14
"2025-03-28","Hard",1150,6
"2025-03-29","Average",1418,1
"2025-03-30","Average",1786,-16
"2025-03-31","Easy",332,-17
"2025-04-01","Average",540,-2
"2025-04-02","Hard",839,6
"2025-04-03","Average",1015,-4
"2025-04-04","Very Hard",1266,17
"2025-04-05","Easy",1089,-24
"2025-04-06","Easy",1658,-22
"2025-04-07","Average",362,-6
"2025-04-08","Average",531,-4
"2025-04-09","Average",757,-7
"2025-04-10","Easy",844,-18
"2025-04-11","Easy",841,-24
"2025-04-12","Average",1204,-12
"2025-04-13","Average",1810,-11
"2025-04-14","Average",362,-5
"2025-04-15","Average",469,-13
"2025-04-16","Very Hard",1035,29
"2025-04-17","Hard",1060,5
"2025-04-18","Easy",846,-21
"2025-04-19","Easy",1087,-21
"2025-04-20","Hard",2040,3
"2025-04-21","Average",376,0
"2025-04-22","Hard",535,2
"2025-04-23","Very Easy",581,-29
"2025-04-24","Average",970,-5
"2025-04-25","Average",1024,-5
"2025-04-26","Easy",1097,-20
"2025-04-27","Very Easy",1431,-29
"2025-04-28","Average",339,-12
"2025-04-29","Hard",565,8
"2025-04-30","Easy",579,-26
"2025-05-01","Easy",766,-25
"2025-05-02","Average",976,-10
"2025-05-03","Average",1144,-13
"2025-05-04","Easy",1659,-18
"2025-05-05","Average",320,-16
"2025-05-06","Hard",563,5
"2025-05-07","Easy",594,-23
"2025-05-08","Very Hard",1552,52
"2025-05-09","Hard",1172,10
"2025-05-10","Average",1214,-7
"2025-05-11","Very Hard",2586,29
"2025-05-12","Average",330,-12
"2025-05-13","Easy",440,-17
"2025-05-14","Very Hard",998,31
"2025-05-15","Hard",1105,6
"2025-05-16","Average",1054,-2
"2025-05-17","Easy",944,-27
"2025-05-18","Average",1947,-5
"2025-05-19","Easy",303,-20
"2025-05-20","Easy",442,-18
"2025-05-21","Very Easy",512,-32
"2025-05-22","Hard",1269,14
"2025-05-23","Average",1094,1
"2025-05-24","Easy",946,-23
"2025-05-25","Average",1955,1
"2025-05-26","Average",324,-12
"2025-05-27","Very Hard",668,24
"2025-05-28","Hard",766,3
"2025-05-29","Hard",1141,5
"2025-05-30","Very Easy",793,-27
"2025-05-31","Hard",1350,6
"2025-06-01","Average",1888,-3
"2025-06-02","Average",336,-5
"2025-06-03","Very Easy",397,-28
"2025-06-04","Average",775,1
"2025-06-05","Average",1126,-3
"2025-06-06","Very Hard",1642,48
"2025-06-07","Hard",1382,11
"2025-06-08","Hard",2233,13
"2025-06-09","Hard",388,8
"2025-06-10","Hard",570,6
"2025-06-11","Average",681,-12
"2025-06-12","Easy",883,-22
"2025-06-13","Average",1118,-1
"2025-06-14","Very Hard",1711,36
"2025-06-15","Average",1934,-5
"2025-06-16","Hard",389,8
"2025-06-17","Easy",426,-22
"2025-06-18","Hard",808,5
"2025-06-19","Average",1065,-2
"2025-06-20","Average",965,-14
"2025-06-21","Hard",1401,6
"2025-06-22","Average",2001,-2
"2025-06-23","Average",355,-2
"2025-06-24","Average",485,-10
"2025-06-25","Hard",915,17
"2025-06-26","Very Hard",1401,21
"2025-06-27","Very Easy",745,-33
"2025-06-28","Average",1276,-2
"2025-06-29","Easy",1628,-19
"2025-06-30","Average",327,-10
"2025-07-01","Very Easy",387,-29
"2025-07-02","Easy",577,-24
"2025-07-03","Very Easy",870,-27
"2025-07-04","Easy",887,-22
"2025-07-05","Average",1277,-5
"2025-07-06","Very Easy",1479,-28
"2025-07-07","Very Hard",451,24
"2025-07-08","Average",484,-9
"2025-07-09","Average",682,-11
"2025-07-10","Very Easy",836,-29
"2025-07-11","Very Easy",762,-32
"2025-07-12","Very Hard",1903,39
"2025-07-13","Hard",2163,6
"2025-07-14","Hard",420,12
"2025-07-15","Hard",545,4
"2025-07-16","Very Easy",509,-33
"2025-07-17","Easy",961,-18
"2025-07-18","Hard",1248,12
"2025-07-19","Average",1269,-11
"2025-07-20","Hard",2122,3
"2025-07-21","Easy",297,-23
"2025-07-22","Easy",401,-22
"2025-07-23","Very Easy",465,-39
"2025-07-24","Average",1000,-10
"2025-07-25","Very Hard",1401,25
"2025-07-26","Very Easy",869,-39
"2025-07-27","Easy",1602,-20
"2025-07-28","Average",381,1
"2025-07-29","Average",458,-9
"2025-07-30","Easy",588,-17
"2025-07-31","Easy",896,-20
"2025-08-01","Very Easy",711,-37
"2025-08-02","Very Easy",974,-32
"2025-08-03","Hard",2061,4
"2025-08-04","Hard",405,4
"2025-08-05","Average",479,-6
"2025-08-06","Very Easy",486,-34
"2025-08-07","Hard",1226,12
"2025-08-08","Average",1021,-6
"2025-08-09","Very Easy",927,-34
"2025-08-10","Average",1828,-11
"2025-08-11","Average",373,-4
"2025-08-12","Easy",397,-19
"2025-08-13","Easy",562,-20
"2025-08-14","Very Easy",785,-28
"2025-08-15","Average",1037,-8
"2025-08-16","Very Hard",1868,36
"2025-08-17","Average",2014,-1
"2025-08-18","Average",342,-15
"2025-08-19","Hard",573,16
"2025-08-20","Average",637,-5
"2025-08-21","Very Hard",1485,40
"2025-08-22","Average",993,-6
"2025-08-23","Easy",1128,-21
"2025-08-24","Easy",1562,-21
"2025-08-25","Easy",317,-20
"2025-08-26","Very Hard",588,19
"2025-08-27","Hard",705,7
"2025-08-28","Easy",866,-21
"2025-08-29","Average",1006,-4
"2025-08-30","Very Easy",931,-31
"2025-08-31","Average",1811,-8
"2025-09-01","Average",347,-11
"2025-09-02","Average",436,-14
"2025-09-03","Hard",686,5
"2025-09-04","Average",1035,-8
"2025-09-05","Average",1014,-2
"2025-09-06","Hard",1577,16
"2025-09-07","Hard",1978,3
"2025-09-08","Average",347,-9
"2025-09-09","Very Hard",597,18
"2025-09-10","Average",608,-6
"2025-09-11","Easy",792,-25
"2025-09-12","Easy",804,-24
"2025-09-13","Average",1299,-5
"2025-09-14","Very Easy",1336,-32
"2025-09-15","Easy",305,-22
"2025-09-16","Easy",390,-26
"2025-09-17","Very Hard",907,35
"2025-09-18","Hard",1113,6
"2025-09-19","Hard",1081,3
"2025-09-20","Very Hard",1936,44
"2025-09-21","Easy",1494,-22
"2025-09-22","Average",334,-11
"2025-09-23","Hard",589,13
"2025-09-24","Hard",690,5
"2025-09-25","Average",1057,-2
"2025-09-26","Hard",1144,4
"2025-09-27","Average",1345,1
"2025-09-28","Average",1576,-13
"2025-09-29","Hard",400,11
"2025-09-30","Hard",537,2
"2025-10-01","Average",566,-15
"2025-10-02","Average",973,-11
"2025-10-03","Average",1076,-2
"2025-10-04","Very Easy",932,-33
"2025-10-05","Hard",1967,9
"2025-10-06","Average",322,-14
"2025-10-07","Average",480,-10
"2025-10-08","Very Easy",492,-28
"2025-10-09","Average",1064,-3
"2025-10-10","Easy",799,-24
"2025-10-11","Very Hard",1632,17
"2025-10-12","Average",1750,-5
"2025-10-13","Average",352,-3
"2025-10-14","Average",484,-9
"2025-10-15","Very Hard",1062,53
"2025-10-16","Average",1011,-9
"2025-10-17","Easy",778,-26
"2025-10-18","Very Hard",2054,38
"2025-10-19","Average",1545,-14
"2025-10-20","Average",335,-7
"2025-10-21","Very Easy",337,-37
"2025-10-22","Hard",758,3
"2025-10-23","Easy",879,-20
"2025-10-24","Very Hard",1748,70
"2025-10-25","Very Hard",1992,29
"2025-10-26","Average",1788,-1
"2025-10-27","Average",362,1
"2025-10-28","Average",455,-11
"2025-10-29","Average",635,-15
"2025-10-30","Average",1092,1
"2025-10-31","Average",985,-11
"2025-11-01","Average",1352,-11
"2025-11-02","Average",1650,-9
"2025-11-03","Average",331,-9
"2025-11-04","Average",469,-9
"2025-11-05","Average",678,-10
"2025-11-06","Easy",851,-19
"2025-11-07","Hard",1308,13
"2025-11-08","Very Easy",896,-44
"2025-11-09","Average",1735,-3
"2025-11-10","Hard",388,7
"2025-11-11","Hard",578,15
"2025-11-12","Hard",854,11
"2025-11-13","Average",1024,-2
"2025-11-14","Very Easy",614,-46
"2025-11-15","Very Easy",1134,-28
"2025-11-16","Hard",1958,9
"2025-11-17","Average",348,-5
"2025-11-18","Average",448,-14
"2025-11-19","Very Easy",505,-34
"2025-11-20","Easy",855,-19
"2025-11-21","Very Hard",1455,27
"2025-11-22","Average",1299,-14
"2025-11-23","Very Hard",2250,25
"2025-11-24","Average",322,-11
"2025-11-25","Hard",580,14
"2025-11-26","Easy",586,-21
"2025-11-27","Average",942,-12
"2025-11-28","Easy",917,-20
"2025-11-29","Average",1375,-11
"2025-11-30","Average",1702,-10
"2025-12-01","Average",366,0
"2025-12-02","Hard",577,9
"2025-12-03","Average",665,-8
"2025-12-04","Easy",834,-21
"2025-12-05","Average",1155,-2
"2025-12-06","Very Easy",936,-37
"2025-12-07","Average",1625,-14
"2025-12-08","Average",362,-2
"2025-12-09","Average",516,-1
"2025-12-10","Hard",800,10
"2025-12-11","Very Easy",523,-48
"2025-12-12","Easy",910,-21
"2025-12-13","Average",1313,-9
"2025-12-14","Average",1726,-10
"2025-12-15","Hard",367,1
"2025-12-16","Hard",529,2
"2025-12-17","Hard",816,11
"2025-12-18","Average",911,-7
"2025-12-19","Easy",887,-21
"2025-12-20","Easy",1120,-25
"2025-12-21","Very Hard",2277,21
"2025-12-22","Hard",387,5
"2025-12-23","Easy",419,-19
"2025-12-24","Very Easy",542,-29
"2025-12-25","Average",801,-16
"2025-12-26","Hard",1168,4
"2025-12-27","Average",1213,-16
"2025-12-28","Average",1800,-5
"2025-12-29","Average",325,-11
"2025-12-30","Easy",427,-17
"2025-12-31","Average",687,-5
"2026-01-01","Easy",756,-18
"2026-01-02","Easy",903,-23
"2026-01-03","Average",1193,-13
"2026-01-04","Hard",2046,4
"2026-01-05","Average",322,-14
"2026-01-06","Very Hard",844,52
"2026-01-07","Easy",552,-23
"2026-01-08","Easy",759,-18
"2026-01-09","Average",934,-15
"2026-01-10","Average",1165,-9
"2026-01-11","Easy",1488,-25
"2026-01-12","Hard",413,13
"2026-01-13","Very Easy",374,-34
"2026-01-14","Easy",550,-22
"2026-01-15","Average",887,0
"2026-01-16","Hard",1292,17
"2026-01-17","Average",1183,-3
"2026-01-18","Easy",1628,-17
"2026-01-19","Average",347,-8
"2026-01-20","Average",494,-11
"2026-01-21","Hard",741,6
"2026-01-22","Very Hard",1156,27
"2026-01-23","Hard",1144,3
"2026-01-24","Hard",1297,3
"2026-01-25","Easy",1546,-20
"2026-01-26","Average",344,-8
"2026-01-27","Average",517,-4
"2026-01-28","Average",591,-13
"2026-01-29","Easy",735,-20
"2026-01-30","Average",1024,-10
"2026-01-31","Easy",1074,-17
"2026-02-01","Average",1812,-5
